Id,SalePrice
1461,117032.53850006356
1462,151737.72254789917
1463,173480.52245194922
1464,188280.8029944755
1465,183277.57826929964
1466,167818.34168420747
1467,173876.10429516123
1468,159263.01356548094
1469,187328.16006218214
1470,116286.55019652063
1471,191021.1432448453
1472,98878.28644210818
1473,95722.95067467332
1474,145206.06300019438
1475,112061.94018083137
1476,313640.1739808971
1477,222582.82285234964
1478,278085.48104607844
1479,269005.3837303053
1480,378474.4387744378
1481,274660.1338019673
1482,204912.4009373166
1483,176890.70011275946
1484,158947.19723565748
1485,195032.8303569993
1486,191365.3261164888
1487,278839.5124345789
1488,218039.57280523947
1489,177486.54362047062
1490,217370.5622605842
1491,190577.38085536886
1492,94938.83365613248
1493,182066.35064681727
1494,268795.05353875086
1495,261369.65356379224
1496,215938.1842539939
1497,167735.44837593165
1498,155096.6869482195
1499,157195.08757125968
1500,149109.5613954963
1501,159581.54087202376
1502,143262.9520738736
1503,259161.49926593876
1504,228472.74695097114
1505,212913.7249683493
1506,188261.4026269752
1507,231291.65694640708
1508,194421.90278717424
1509,159025.60001597076
1510,138822.99350567017
1511,146464.07471439758
1512,167737.37360420587
1513,148125.86330902227
1514,147789.16540895912
1515,184742.13058462378
1516,157491.54428968663
1517,168432.42619385888
1518,136021.6077049855
1519,199583.13097572452
1520,122631.51949837501
1521,128529.15436583976
1522,180720.90914280704
1523,108026.91397470127
1524,128598.6338908468
1525,115522.83062066472
1526,112150.73431902126
1527,103941.80595467902
1528,140709.52780166193
1529,143740.76200356576
1530,168768.7119401262
1531,112043.34087865475
1532,107225.21011538233
1533,154936.4978934335
1534,135782.0590368785
1535,152965.16183644705
1536,113109.72632796284
1537,62511.078838749534
1538,150002.3765616186
1539,201538.26627863696
1540,97717.72896975133
1541,134153.26072839458
1542,139723.30844958167
1543,166526.98774525305
1544,89607.81449911742
1545,111512.33477002077
1546,134204.05940234163
1547,131674.08047475998
1548,135120.84431191557
1549,115032.72867915693
1550,131044.29533211658
1551,118283.61085448235
1552,132983.07438262567
1553,146485.98964910625
1554,122069.48181234549
1555,161174.72299448794
1556,89584.60059806646
1557,100285.81785851772
1558,97333.15284596579
1559,80351.77792532109
1560,139716.72709377957
1561,127296.23351539421
1562,130963.57395921471
1563,118603.54194600756
1564,157810.06991867095
1565,147710.75295918918
1566,217838.34890871047
1567,75566.73174956629
1568,214546.2986613609
1569,135143.5887540727
1570,147739.93946832244
1571,129817.18601658115
1572,140114.64989005803
1573,223763.40849014447
1574,119036.65937852579
1575,218194.79092309225
1576,229600.610001266
1577,176204.5208989959
1578,138174.95018697853
1579,142019.54906485643
1580,189377.574272856
1581,158382.79095436208
1582,120744.30650977946
1583,276309.2874278837
1584,206553.80509179956
1585,136307.92379850295
1586,64679.076599152795
1587,103818.35653609836
1588,142573.7672582547
1589,100697.57228805024
1590,137240.75894526337
1591,93443.25240294095
1592,122871.00641158294
1593,129300.25416924049
1594,123410.28173917631
1595,108109.39856831053
1596,194067.22228211304
1597,161415.35318009395
1598,204108.23079751024
1599,168985.86469853483
1600,172022.93453193965
1601,69504.09525262403
1602,115150.81428680531
1603,86828.29853833173
1604,231423.20615402702
1605,240215.48061646245
1606,168866.7731530819
1607,170785.26630822616
1608,216803.22316133807
1609,177480.04499547541
1610,147344.24660139016
1611,136711.45355467376
1612,166660.77913256246
1613,161656.47610638314
1614,131102.92200288022
1615,99581.30131702468
1616,84327.60637919109
1617,98574.18126730583
1618,119481.62722256887
1619,138478.38161978716
1620,153458.79760625085
1621,137746.42970226734
1622,142995.96114399587
1623,255333.9667859833
1624,204431.92851143394
1625,114326.87145855268
1626,170028.31480674417
1627,184468.3427228639
1628,256412.31943508264
1629,179630.81451459328
1630,291043.43490482576
1631,210907.63455064813
1632,224078.5361530308
1633,175732.5792588888
1634,181713.5705741864
1635,178419.2299214188
1636,156866.6887945537
1637,192730.9294212191
1638,194921.7042672194
1639,183023.90520888913
1640,245487.1855551502
1641,183180.24303690976
1642,232675.08655261903
1643,216382.5519371254
1644,223158.3284697586
1645,197012.51468012895
1646,163441.53664677267
1647,166488.53261657944
1648,127054.421863999
1649,142077.6565078288
1650,106580.75545537764
1651,118301.99591041196
1652,100990.02282777638
1653,103913.45762436051
1654,140480.3793203527
1655,139008.00587009217
1656,138655.42778077195
1657,141308.46284231922
1658,141687.13467307974
1659,113825.4429438354
1660,153262.41268542028
1661,387952.53400645335
1662,329719.937454135
1663,334897.89778824995
1664,422507.3734527941
1665,281072.10283045843
1666,279553.2977989752
1667,326476.0609609412
1668,312940.04689577565
1669,283777.54241652926
1670,316724.05627639714
1671,237468.15764620528
1672,351288.63794977154
1673,261470.06951005332
1674,225789.43830158506
1675,187804.66611751012
1676,187656.62822910395
1677,206986.41524890292
1678,377677.8398613682
1679,321331.2526357779
1680,290993.10617874836
1681,235110.29333238627
1682,270327.6762204594
1683,177119.23251123412
1684,188138.00053466918
1685,176171.24145505152
1686,168327.45511050106
1687,177230.94589628975
1688,186567.17124993715
1689,193714.85233838574
1690,200251.25302220337
1691,190178.92286709338
1692,253180.89181131887
1693,182645.33178659776
1694,180769.73835257447
1695,165468.85450622006
1696,259797.7495263096
1697,168128.97674846376
1698,289355.813299529
1699,270027.08486474806
1700,225516.7556518556
1701,248186.72002406337
1702,234398.05586280327
1703,237874.09093199577
1704,258571.4316925531
1705,231230.67541269795
1706,361387.9865042855
1707,193003.57035372008
1708,190931.74301817207
1709,248457.00017133614
1710,210826.74304828138
1711,256511.27733066527
1712,232055.03398516536
1713,256154.4603210814
1714,213277.08917017264
1715,198265.4078464641
1716,179318.32100309702
1717,176630.1633638084
1718,141331.2717168004
1719,195281.34786929085
1720,236077.4877945847
1721,174372.1336332149
1722,139343.86188150762
1723,165248.03085124923
1724,194521.71705147583
1725,227344.90325647546
1726,184185.8348449086
1727,155923.6825391216
1728,187299.0562721991
1729,160112.5446003402
1730,157085.68937707844
1731,128391.67770627406
1732,124042.84215032455
1733,112528.97398514513
1734,124911.94951165056
1735,140590.36386478256
1736,112983.7785848837
1737,258083.19315776415
1738,229251.80273413096
1739,219929.23254568613
1740,194270.95702073612
1741,177889.32515938292
1742,160731.27726205235
1743,174319.06642197672
1744,293387.3244659748
1745,201815.93486377873
1746,194806.4013268628
1747,215031.63639980849
1748,219733.90005761574
1749,147053.90999829184
1750,127130.60679190033
1751,251161.32035874424
1752,113340.2359333516
1753,147041.9676977828
1754,185228.32322130565
1755,174949.11234767942
1756,123375.29817195518
1757,118560.99263577217
1758,141655.66128929442
1759,158000.6204648785
1760,165080.1039389558
1761,142071.65521713902
1762,166245.77746553818
1763,180550.75967031196
1764,114374.90189528326
1765,168042.04399230285
1766,185652.3168205583
1767,216540.68571496662
1768,137261.80620618886
1769,174164.06735536503
1770,160134.47918947015
1771,116405.3840824158
1772,135054.50877183428
1773,124007.93882731425
1774,145082.79157823493
1775,140162.4193386299
1776,128768.59160870935
1777,111080.21587139217
1778,146327.14782250763
1779,118190.50246280774
1780,188848.03482610488
1781,126349.90919289233
1782,86910.04023824613
1783,141140.05981194606
1784,102582.84757539043
1785,125309.67482658399
1786,142268.93591270575
1787,169688.4542904516
1788,63246.17029559678
1789,97736.09089224113
1790,81407.61653662953
1791,175008.61703132384
1792,160945.68707390004
1793,131482.86257843245
1794,157810.59575723007
1795,136600.85371544704
1796,139411.93395854463
1797,108742.61901488315
1798,117451.6131730053
1799,110734.7286452228
1800,136616.29188355608
1801,125763.44576135151
1802,138522.5543922517
1803,144879.2178690062
1804,141606.00881482757
1805,137221.76667079685
1806,140514.71807336173
1807,135565.33813733017
1808,129380.64106364563
1809,126373.38446822492
1810,142800.57515525687
1811,103180.01811957845
1812,94478.75284111436
1813,123178.33372621975
1814,93330.2386281614
1815,57127.141500164806
1816,106274.6633893181
1817,102827.1642939422
1818,145474.6796252848
1819,133305.7389466636
1820,74489.92415020836
1821,130465.41036140545
1822,155913.7128725291
1823,58933.131587701464
1824,127245.33602004472
1825,139682.5281496184
